l2id,occasion,time,y,ycom,x,xcom,m,group
22,0,0,5.337223429,5.337223429,3.567965161,3.567965161,0,0
22,1,1,6.102421405,6.102421405,1.748613064,1.748613064,0,0
22,2,2,4.351929342,4.351929342,5.959124599,5.959124599,0,0
22,3,3,4.918294584,4.918294584,2.460269745,2.460269745,0,0
22,4,4,4.434728849,4.434728849,4.977401114,4.977401114,0,0
22,5,5,3.970666197,3.970666197,5.13734325,5.13734325,0,0
22,6,6,5.635027976,5.635027976,1.813578937,1.813578937,0,0
22,7,7,5.030406537,5.030406537,2.347238833,2.347238833,0,0
22,8,8,6.097177486,6.097177486,3.320817,3.320817,0,0
22,9,9,5.31706738,5.31706738,5.420267902,5.420267902,0,0
22,10,10,6.572770188,6.572770188,4.216090522,4.216090522,0,0
22,11,11,NA,4.899702142,NA,5.484861125,1,0
22,12,12,6.112478548,6.112478548,4.256059788,4.256059788,0,0
22,13,13,5.161939897,5.161939897,4.877663128,4.877663128,0,0
22,14,14,NA,6.341841789,NA,4.004974074,1,0
22,15,15,5.899150967,5.899150967,3.918293114,3.918293114,0,0
22,16,16,NA,5.929396021,NA,3.704699857,1,0
22,17,17,7.168466333,7.168466333,3.11920525,3.11920525,0,0
22,18,18,4.782322409,4.782322409,4.052654694,4.052654694,0,0
22,19,19,4.909804781,4.909804781,5.016598201,5.016598201,0,0
23,0,0,3.241992282,3.241992282,4.975268856,4.975268856,0,1
23,1,1,3.337200252,3.337200252,3.407661681,3.407661681,0,1
23,2,2,2.295172397,2.295172397,6.082258215,6.082258215,0,1
23,3,3,4.641391676,4.641391676,3.621125021,3.621125021,0,1
23,4,4,4.665427791,4.665427791,2.653671716,2.653671716,0,1
23,5,5,3.658013328,3.658013328,3.398392648,3.398392648,0,1
23,6,6,2.832620004,2.832620004,4.046427078,4.046427078,0,1
23,7,7,3.995705685,3.995705685,5.887345405,5.887345405,0,1
23,8,8,3.578174232,3.578174232,4.639798062,4.639798062,0,1
23,9,9,3.096537382,3.096537382,5.861156705,5.861156705,0,1
23,10,10,2.585817729,2.585817729,4.267221873,4.267221873,0,1
23,11,11,2.260687986,2.260687986,4.498199853,4.498199853,0,1
23,12,12,1.6328787,1.6328787,4.287462583,4.287462583,0,1
23,13,13,2.130825703,2.130825703,1.938993135,1.938993135,0,1
23,14,14,NA,5.32428027,NA,1.909445498,1,1
23,15,15,3.052488194,3.052488194,4.275852438,4.275852438,0,1
23,16,16,3.755246355,3.755246355,1.249457244,1.249457244,0,1
23,17,17,3.80022426,3.80022426,5.557955263,5.557955263,0,1
23,18,18,2.548937361,2.548937361,4.026974113,4.026974113,0,1
23,19,19,2.421350562,2.421350562,5.391608837,5.391608837,0,1
24,0,0,5.523841242,5.523841242,3.432146256,3.432146256,0,1
24,1,1,4.525473806,4.525473806,5.270089343,5.270089343,0,1
24,2,2,5.462012124,5.462012124,4.383896351,4.383896351,0,1
24,3,3,5.384745486,5.384745486,3.08095108,3.08095108,0,1
24,4,4,3.236072848,3.236072848,5.284111105,5.284111105,0,1
24,5,5,4.935093757,4.935093757,5.359029722,5.359029722,0,1
24,6,6,3.370857001,3.370857001,4.357968236,4.357968236,0,1
24,7,7,4.572538973,4.572538973,4.377792233,4.377792233,0,1
24,8,8,4.725058959,4.725058959,4.499262854,4.499262854,0,1
24,9,9,6.171221675,6.171221675,4.384668394,4.384668394,0,1
24,10,10,4.158108736,4.158108736,5.499903117,5.499903117,0,1
24,11,11,3.853687769,3.853687769,5.213825321,5.213825321,0,1
24,12,12,5.106892675,5.106892675,3.942430843,3.942430843,0,1
24,13,13,5.581974795,5.581974795,4.165319959,4.165319959,0,1
24,14,14,NA,4.990291781,NA,5.619369903,1,1
24,15,15,5.741839406,5.741839406,3.718315783,3.718315783,0,1
24,16,16,4.399759919,4.399759919,5.000501517,5.000501517,0,1
24,17,17,5.313252798,5.313252798,3.718633146,3.718633146,0,1
24,18,18,4.498775472,4.498775472,3.857314087,3.857314087,0,1
24,19,19,NA,6.156611557,NA,3.090402379,1,1
25,0,0,3.694738136,3.694738136,2.731970596,2.731970596,0,1
25,1,1,4.666054529,4.666054529,3.601709622,3.601709622,0,1
25,2,2,2.384784896,2.384784896,5.04359067,5.04359067,0,1
25,3,3,4.472403624,4.472403624,2.768700934,2.768700934,0,1
25,4,4,NA,6.770605603,NA,2.119700436,1,1
25,5,5,NA,4.93496158,NA,3.439917366,1,1
25,6,6,3.592168633,3.592168633,5.124050355,5.124050355,0,1
25,7,7,3.253850581,3.253850581,3.425075553,3.425075553,0,1
25,8,8,NA,4.050100086,NA,3.566425929,1,1
25,9,9,NA,6.536898836,NA,3.648297709,1,1
25,10,10,NA,4.390805395,NA,2.640533933,1,1
25,11,11,4.77124328,4.77124328,4.428057337,4.428057337,0,1
25,12,12,4.75316771,4.75316771,3.754884404,3.754884404,0,1
25,13,13,1.346107886,1.346107886,4.159309992,4.159309992,0,1
25,14,14,3.474066396,3.474066396,3.680517275,3.680517275,0,1
25,15,15,2.964764446,2.964764446,7.624750528,7.624750528,0,1
25,16,16,NA,5.721135629,NA,3.467681601,1,1
25,17,17,NA,3.732695735,NA,2.158835459,1,1
25,18,18,3.464890353,3.464890353,3.786748978,3.786748978,0,1
25,19,19,2.87912163,2.87912163,4.373926908,4.373926908,0,1
26,0,0,NA,4.877708459,NA,4.558534841,1,0
26,1,1,NA,5.099465803,NA,4.462903311,1,0
26,2,2,4.650615573,4.650615573,3.382355223,3.382355223,0,0
26,3,3,5.15035849,5.15035849,3.644764489,3.644764489,0,0
26,4,4,4.396333585,4.396333585,2.717572473,2.717572473,0,0
26,5,5,4.490190344,4.490190344,2.326383192,2.326383192,0,0
26,6,6,3.23793357,3.23793357,3.686231674,3.686231674,0,0
26,7,7,NA,5.189248434,NA,2.692816856,1,0
26,8,8,NA,3.632537177,NA,4.787921691,1,0
26,9,9,3.511301834,3.511301834,5.313488445,5.313488445,0,0
26,10,10,3.981766477,3.981766477,4.383129609,4.383129609,0,0
26,11,11,NA,4.703374037,NA,4.694644106,1,0
26,12,12,NA,5.145303065,NA,2.679210344,1,0
26,13,13,4.329910581,4.329910581,4.261722757,4.261722757,0,0
26,14,14,2.60701347,2.60701347,5.138955225,5.138955225,0,0
26,15,15,3.028212256,3.028212256,4.343816744,4.343816744,0,0
26,16,16,5.340704807,5.340704807,3.977317383,3.977317383,0,0
26,17,17,NA,4.965564401,NA,2.186740578,1,0
26,18,18,NA,4.635101022,NA,2.674783921,1,0
26,19,19,NA,4.461427377,NA,3.09780662,1,0
27,0,0,4.555870256,4.555870256,3.553171465,3.553171465,0,1
27,1,1,3.855793306,3.855793306,3.97039625,3.97039625,0,1
27,2,2,4.751018932,4.751018932,1.692833218,1.692833218,0,1
27,3,3,4.414186924,4.414186924,3.521694168,3.521694168,0,1
27,4,4,3.449348202,3.449348202,3.797950588,3.797950588,0,1
27,5,5,NA,5.752635735,NA,1.208480876,1,1
27,6,6,NA,5.145347958,NA,1.677047011,1,1
27,7,7,4.396348735,4.396348735,3.70243856,3.70243856,0,1
27,8,8,5.511440939,5.511440939,2.261769113,2.261769113,0,1
27,9,9,NA,4.184589979,NA,3.584164992,1,1
27,10,10,4.01120974,4.01120974,4.243666236,4.243666236,0,1
27,11,11,4.617390532,4.617390532,2.851567768,2.851567768,0,1
27,12,12,3.395735021,3.395735021,2.894128849,2.894128849,0,1
27,13,13,NA,4.423652594,NA,3.003932341,1,1
27,14,14,4.941493702,4.941493702,2.416622267,2.416622267,0,1
27,15,15,NA,5.033961314,NA,2.786698868,1,1
27,16,16,NA,4.859974053,NA,3.267834883,1,1
27,17,17,3.872999012,3.872999012,2.742108691,2.742108691,0,1
27,18,18,3.22289919,3.22289919,3.258935349,3.258935349,0,1
27,19,19,NA,4.409048479,NA,2.22477157,1,1
28,0,0,5.318127917,5.318127917,4.402086722,4.402086722,0,0
28,1,1,NA,5.710538956,NA,4.037162164,1,0
28,2,2,4.90616893,4.90616893,5.427934679,5.427934679,0,0
28,3,3,4.52850365,4.52850365,5.482968989,5.482968989,0,0
28,4,4,3.982392611,3.982392611,6.54602869,6.54602869,0,0
28,5,5,5.667039698,5.667039698,5.71465171,5.71465171,0,0
28,6,6,3.523730953,3.523730953,6.279704497,6.279704497,0,0
28,7,7,5.500440696,5.500440696,5.098212869,5.098212869,0,0
28,8,8,NA,6.102089651,NA,3.523795035,1,0
28,9,9,4.918258258,4.918258258,4.350778425,4.350778425,0,0
28,10,10,NA,5.783789431,NA,4.599565233,1,0
28,11,11,5.327549274,5.327549274,5.436940572,5.436940572,0,0
28,12,12,3.441027649,3.441027649,4.962612941,4.962612941,0,0
28,13,13,3.396678885,3.396678885,5.470119156,5.470119156,0,0
28,14,14,5.701419262,5.701419262,4.454988324,4.454988324,0,0
28,15,15,3.63849804,3.63849804,5.098864611,5.098864611,0,0
28,16,16,NA,5.662505875,NA,5.379920165,1,0
28,17,17,NA,5.268476654,NA,4.763185032,1,0
28,18,18,5.057456783,5.057456783,4.385381057,4.385381057,0,0
28,19,19,4.751896365,4.751896365,3.378054464,3.378054464,0,0
29,0,0,3.646533889,3.646533889,5.032772721,5.032772721,0,0
29,1,1,4.112242751,4.112242751,5.064959952,5.064959952,0,0
29,2,2,4.241046243,4.241046243,4.476510586,4.476510586,0,0
29,3,3,3.779476985,3.779476985,2.939950858,2.939950858,0,0
29,4,4,3.609493612,3.609493612,3.373110525,3.373110525,0,0
29,5,5,4.308038276,4.308038276,5.122428633,5.122428633,0,0
29,6,6,3.546346115,3.546346115,3.576999909,3.576999909,0,0
29,7,7,3.498226755,3.498226755,5.910481395,5.910481395,0,0
29,8,8,3.833988655,3.833988655,3.018796826,3.018796826,0,0
29,9,9,3.995941704,3.995941704,4.378988864,4.378988864,0,0
29,10,10,4.610517901,4.610517901,3.97697049,3.97697049,0,0
29,11,11,4.274017414,4.274017414,5.836566434,5.836566434,0,0
29,12,12,4.199109298,4.199109298,5.452786253,5.452786253,0,0
29,13,13,4.941438109,4.941438109,3.069038601,3.069038601,0,0
29,14,14,3.79599691,3.79599691,3.767241274,3.767241274,0,0
29,15,15,4.032631247,4.032631247,5.140800676,5.140800676,0,0
29,16,16,3.327077835,3.327077835,6.7281972,6.7281972,0,0
29,17,17,4.579468644,4.579468644,2.56722282,2.56722282,0,0
29,18,18,3.33183885,3.33183885,5.975596732,5.975596732,0,0
29,19,19,4.776300303,4.776300303,2.66359293,2.66359293,0,0
30,0,0,2.756694954,2.756694954,4.605387337,4.605387337,0,0
30,1,1,3.067844867,3.067844867,4.753030915,4.753030915,0,0
30,2,2,2.531406026,2.531406026,3.478943177,3.478943177,0,0
30,3,3,2.146402644,2.146402644,5.808033736,5.808033736,0,0
30,4,4,3.488840171,3.488840171,3.292526466,3.292526466,0,0
30,5,5,1.155516178,1.155516178,6.087832743,6.087832743,0,0
30,6,6,3.20745191,3.20745191,5.052421064,5.052421064,0,0
30,7,7,2.964978387,2.964978387,3.317583028,3.317583028,0,0
30,8,8,NA,3.034309527,NA,3.351195551,1,0
30,9,9,NA,3.164078564,NA,4.859264807,1,0
30,10,10,4.44947335,4.44947335,4.697380536,4.697380536,0,0
30,11,11,NA,2.547594459,NA,3.773403986,1,0
30,12,12,NA,3.861524091,NA,3.370562662,1,0
30,13,13,3.084933983,3.084933983,3.848421247,3.848421247,0,0
30,14,14,0.736891089,0.736891089,5.782756513,5.782756513,0,0
30,15,15,2.05087665,2.05087665,4.898782409,4.898782409,0,0
30,16,16,0.880647365,0.880647365,4.044468468,4.044468468,0,0
30,17,17,2.251342408,2.251342408,5.547828538,5.547828538,0,0
30,18,18,2.917177272,2.917177272,3.217063124,3.217063124,0,0
30,19,19,1.764004129,1.764004129,5.243479267,5.243479267,0,0
31,0,0,5.089421452,5.089421452,3.604490493,3.604490493,0,1
31,1,1,NA,5.336994874,NA,3.427875079,1,1
31,2,2,NA,5.588337637,NA,4.647267978,1,1
31,3,3,3.732232344,3.732232344,6.742262896,6.742262896,0,1
31,4,4,3.681833787,3.681833787,5.432919816,5.432919816,0,1
31,5,5,4.648461493,4.648461493,4.091737835,4.091737835,0,1
31,6,6,4.20119269,4.20119269,5.954565072,5.954565072,0,1
31,7,7,4.749945673,4.749945673,4.198000069,4.198000069,0,1
31,8,8,4.94320419,4.94320419,4.942397092,4.942397092,0,1
31,9,9,4.59032417,4.59032417,4.56347527,4.56347527,0,1
31,10,10,2.83685244,2.83685244,6.97464725,6.97464725,0,1
31,11,11,5.370389558,5.370389558,3.002158935,3.002158935,0,1
31,12,12,4.69699759,4.69699759,3.573333732,3.573333732,0,1
31,13,13,4.824502882,4.824502882,4.218050406,4.218050406,0,1
31,14,14,4.111882087,4.111882087,5.536544178,5.536544178,0,1
31,15,15,4.195393871,4.195393871,4.014124097,4.014124097,0,1
31,16,16,5.104894854,5.104894854,1.942501234,1.942501234,0,1
31,17,17,4.63933195,4.63933195,5.061809428,5.061809428,0,1
31,18,18,3.820483149,3.820483149,5.174300507,5.174300507,0,1
31,19,19,4.009253971,4.009253971,4.518989044,4.518989044,0,1
32,0,0,NA,5.414333813,NA,2.30377627,1,0
32,1,1,3.654471365,3.654471365,5.212089946,5.212089946,0,0
32,2,2,1.776094885,1.776094885,3.33316918,3.33316918,0,0
32,3,3,2.290915882,2.290915882,5.968622929,5.968622929,0,0
32,4,4,4.899108682,4.899108682,2.275164842,2.275164842,0,0
32,5,5,3.687153962,3.687153962,4.465739892,4.465739892,0,0
32,6,6,4.226689514,4.226689514,2.540214175,2.540214175,0,0
32,7,7,3.50468052,3.50468052,4.595657872,4.595657872,0,0
32,8,8,3.79260053,3.79260053,3.390817267,3.390817267,0,0
32,9,9,3.184373936,3.184373936,3.96282051,3.96282051,0,0
32,10,10,NA,5.632491748,NA,2.937376807,1,0
32,11,11,NA,4.638259937,NA,3.084271422,1,0
32,12,12,NA,3.818151343,NA,3.446854511,1,0
32,13,13,NA,3.250637582,NA,2.10789447,1,0
32,14,14,NA,5.070428761,NA,2.895310342,1,0
32,15,15,4.446754578,4.446754578,2.923639494,2.923639494,0,0
32,16,16,3.415744727,3.415744727,5.307011153,5.307011153,0,0
32,17,17,3.163943195,3.163943195,3.738398087,3.738398087,0,0
32,18,18,3.200901023,3.200901023,5.491987928,5.491987928,0,0
32,19,19,3.977144579,3.977144579,3.062903092,3.062903092,0,0
33,0,0,4.260651485,4.260651485,3.937248288,3.937248288,0,0
33,1,1,3.652407855,3.652407855,4.008525313,4.008525313,0,0
33,2,2,4.883929087,4.883929087,4.02819671,4.02819671,0,0
33,3,3,3.867597305,3.867597305,3.996532023,3.996532023,0,0
33,4,4,3.136660806,3.136660806,4.713096588,4.713096588,0,0
33,5,5,4.495649988,4.495649988,4.604308299,4.604308299,0,0
33,6,6,4.055522098,4.055522098,5.535484864,5.535484864,0,0
33,7,7,3.95619852,3.95619852,3.578812692,3.578812692,0,0
33,8,8,NA,3.845875401,NA,3.734425129,1,0
33,9,9,5.210114987,5.210114987,4.584025235,4.584025235,0,0
33,10,10,4.958085841,4.958085841,2.394217513,2.394217513,0,0
33,11,11,4.276240782,4.276240782,3.327854124,3.327854124,0,0
33,12,12,3.42982336,3.42982336,4.862817059,4.862817059,0,0
33,13,13,4.39141414,4.39141414,4.405996035,4.405996035,0,0
33,14,14,4.929643015,4.929643015,5.387717073,5.387717073,0,0
33,15,15,5.389007419,5.389007419,6.21961299,6.21961299,0,0
33,16,16,4.985951594,4.985951594,3.99613957,3.99613957,0,0
33,17,17,5.118323822,5.118323822,5.312651605,5.312651605,0,0
33,18,18,4.010175024,4.010175024,2.172677163,2.172677163,0,0
33,19,19,4.460263669,4.460263669,2.787690577,2.787690577,0,0
34,0,0,3.623781055,3.623781055,1.062293485,1.062293485,0,1
34,1,1,4.147014963,4.147014963,5.028710552,5.028710552,0,1
34,2,2,4.078225497,4.078225497,4.283872342,4.283872342,0,1
34,3,3,4.245471248,4.245471248,4.479906677,4.479906677,0,1
34,4,4,4.059553926,4.059553926,3.693325288,3.693325288,0,1
34,5,5,4.032813664,4.032813664,3.336024123,3.336024123,0,1
34,6,6,3.951792604,3.951792604,2.560672761,2.560672761,0,1
34,7,7,4.928461981,4.928461981,4.629557785,4.629557785,0,1
34,8,8,4.382752936,4.382752936,3.911594258,3.911594258,0,1
34,9,9,4.102658026,4.102658026,3.956966491,3.956966491,0,1
34,10,10,4.03444159,4.03444159,4.476602107,4.476602107,0,1
34,11,11,3.977978322,3.977978322,3.362847025,3.362847025,0,1
34,12,12,4.285716097,4.285716097,5.156952647,5.156952647,0,1
34,13,13,4.088516796,4.088516796,4.340337615,4.340337615,0,1
34,14,14,3.353848959,3.353848959,1.934517463,1.934517463,0,1
34,15,15,4.194831924,4.194831924,4.325509002,4.325509002,0,1
34,16,16,4.138216815,4.138216815,4.002196173,4.002196173,0,1
34,17,17,3.97201157,3.97201157,3.684797125,3.684797125,0,1
34,18,18,4.198462256,4.198462256,5.424579891,5.424579891,0,1
34,19,19,4.182630256,4.182630256,2.960287864,2.960287864,0,1
35,0,0,3.335224451,3.335224451,6.337805406,6.337805406,0,0
35,1,1,4.382771125,4.382771125,4.977160745,4.977160745,0,0
35,2,2,4.92726943,4.92726943,4.555413089,4.555413089,0,0
35,3,3,3.048143027,3.048143027,5.343896654,5.343896654,0,0
35,4,4,3.692585893,3.692585893,3.239815414,3.239815414,0,0
35,5,5,4.403367757,4.403367757,5.30038066,5.30038066,0,0
35,6,6,3.221383583,3.221383583,3.098381819,3.098381819,0,0
35,7,7,2.361954352,2.361954352,4.104160012,4.104160012,0,0
35,8,8,3.695212315,3.695212315,4.804727893,4.804727893,0,0
35,9,9,3.367052438,3.367052438,3.46046427,3.46046427,0,0
35,10,10,3.107335867,3.107335867,5.189405942,5.189405942,0,0
35,11,11,3.326922883,3.326922883,4.753291627,4.753291627,0,0
35,12,12,3.111755076,3.111755076,5.884570408,5.884570408,0,0
35,13,13,3.142439687,3.142439687,5.246539363,5.246539363,0,0
35,14,14,3.413974712,3.413974712,4.62053158,4.62053158,0,0
35,15,15,3.917839475,3.917839475,4.722934206,4.722934206,0,0
35,16,16,NA,3.789030407,NA,5.234860115,1,0
35,17,17,4.350978713,4.350978713,5.307105738,5.307105738,0,0
35,18,18,4.211318415,4.211318415,4.25230261,4.25230261,0,0
35,19,19,3.363168375,3.363168375,3.640220849,3.640220849,0,0
36,0,0,2.371086445,2.371086445,4.394336159,4.394336159,0,0
36,1,1,3.042712936,3.042712936,5.145961648,5.145961648,0,0
36,2,2,1.936919393,1.936919393,5.782875763,5.782875763,0,0
36,3,3,3.545992707,3.545992707,7.614123738,7.614123738,0,0
36,4,4,0.305454399,0.305454399,6.162792973,6.162792973,0,0
36,5,5,2.39176723,2.39176723,6.403732116,6.403732116,0,0
36,6,6,3.175157105,3.175157105,2.907397974,2.907397974,0,0
36,7,7,3.360481906,3.360481906,5.476223969,5.476223969,0,0
36,8,8,2.150235694,2.150235694,6.884826628,6.884826628,0,0
36,9,9,3.565828612,3.565828612,4.275157939,4.275157939,0,0
36,10,10,2.406444085,2.406444085,5.709413783,5.709413783,0,0
36,11,11,2.943706951,2.943706951,6.09397751,6.09397751,0,0
36,12,12,2.00058632,2.00058632,5.293611887,5.293611887,0,0
36,13,13,4.262223804,4.262223804,3.420112575,3.420112575,0,0
36,14,14,NA,3.757142982,NA,5.362002708,1,0
36,15,15,0.937056151,0.937056151,3.921920712,3.921920712,0,0
36,16,16,1.746748549,1.746748549,4.435234101,4.435234101,0,0
36,17,17,2.814166358,2.814166358,4.856370385,4.856370385,0,0
36,18,18,2.840170634,2.840170634,4.044017468,4.044017468,0,0
36,19,19,2.237747424,2.237747424,5.087809949,5.087809949,0,0
37,0,0,4.20631083,4.20631083,5.81710892,5.81710892,0,1
37,1,1,3.807926604,3.807926604,3.191997595,3.191997595,0,1
37,2,2,3.495574877,3.495574877,3.762328729,3.762328729,0,1
37,3,3,4.392421312,4.392421312,3.759163786,3.759163786,0,1
37,4,4,4.210529523,4.210529523,4.70770402,4.70770402,0,1
37,5,5,4.541718229,4.541718229,3.167925037,3.167925037,0,1
37,6,6,3.442855547,3.442855547,4.972765676,4.972765676,0,1
37,7,7,3.868323928,3.868323928,4.8509307,4.8509307,0,1
37,8,8,3.768220236,3.768220236,3.580779663,3.580779663,0,1
37,9,9,5.22855194,5.22855194,4.505840074,4.505840074,0,1
37,10,10,3.854275601,3.854275601,3.970487233,3.970487233,0,1
37,11,11,4.251187099,4.251187099,3.043880481,3.043880481,0,1
37,12,12,NA,4.98008029,NA,5.389664623,1,1
37,13,13,4.563624448,4.563624448,3.221492615,3.221492615,0,1
37,14,14,3.568913213,3.568913213,3.829687854,3.829687854,0,1
37,15,15,4.134985221,4.134985221,5.03560746,5.03560746,0,1
37,16,16,NA,5.010106676,NA,4.05048834,1,1
37,17,17,3.62490607,3.62490607,4.404986361,4.404986361,0,1
37,18,18,3.85197322,3.85197322,3.125234418,3.125234418,0,1
37,19,19,4.90765641,4.90765641,4.509116445,4.509116445,0,1
38,0,0,5.67584527,5.67584527,3.452272242,3.452272242,0,1
38,1,1,NA,5.752069045,NA,4.385312757,1,1
38,2,2,5.622538813,5.622538813,4.561287248,4.561287248,0,1
38,3,3,5.976068191,5.976068191,3.579951798,3.579951798,0,1
38,4,4,4.724154917,4.724154917,4.170521684,4.170521684,0,1
38,5,5,NA,5.693469437,NA,3.907201039,1,1
38,6,6,5.191793066,5.191793066,3.469012603,3.469012603,0,1
38,7,7,4.315170333,4.315170333,2.288587098,2.288587098,0,1
38,8,8,5.818036915,5.818036915,3.043640063,3.043640063,0,1
38,9,9,5.339579926,5.339579926,4.163046536,4.163046536,0,1
38,10,10,NA,5.898043202,NA,3.509478331,1,1
38,11,11,5.18080986,5.18080986,5.55080669,5.55080669,0,1
38,12,12,5.704503314,5.704503314,3.265706114,3.265706114,0,1
38,13,13,5.12606311,5.12606311,3.368657438,3.368657438,0,1
38,14,14,NA,5.224487191,NA,4.687845731,1,1
38,15,15,4.177111637,4.177111637,6.107127066,6.107127066,0,1
38,16,16,5.049196553,5.049196553,4.844459101,4.844459101,0,1
38,17,17,4.810932498,4.810932498,4.169110703,4.169110703,0,1
38,18,18,4.230589986,4.230589986,4.860331178,4.860331178,0,1
38,19,19,NA,4.558295237,NA,3.490704851,1,1
39,0,0,4.542061617,4.542061617,3.602352725,3.602352725,0,0
39,1,1,3.463907178,3.463907178,3.179577961,3.179577961,0,0
39,2,2,5.05836171,5.05836171,2.050559831,2.050559831,0,0
39,3,3,4.075978496,4.075978496,3.958895976,3.958895976,0,0
39,4,4,4.665223695,4.665223695,4.083057819,4.083057819,0,0
39,5,5,4.687208642,4.687208642,4.374133514,4.374133514,0,0
39,6,6,4.435429292,4.435429292,3.236309495,3.236309495,0,0
39,7,7,5.438668601,5.438668601,3.686859609,3.686859609,0,0
39,8,8,4.667454443,4.667454443,3.854793313,3.854793313,0,0
39,9,9,4.831722529,4.831722529,3.862671832,3.862671832,0,0
39,10,10,6.235905923,6.235905923,4.517237737,4.517237737,0,0
39,11,11,4.952328483,4.952328483,3.826691789,3.826691789,0,0
39,12,12,4.134982166,4.134982166,3.32685152,3.32685152,0,0
39,13,13,4.421790536,4.421790536,4.538559848,4.538559848,0,0
39,14,14,4.611997823,4.611997823,4.656339587,4.656339587,0,0
39,15,15,4.976147992,4.976147992,2.471793463,2.471793463,0,0
39,16,16,4.321451677,4.321451677,3.649228793,3.649228793,0,0
39,17,17,NA,4.730207016,NA,2.714048733,1,0
39,18,18,4.472833592,4.472833592,3.744822664,3.744822664,0,0
39,19,19,4.807510838,4.807510838,5.301312874,5.301312874,0,0
40,0,0,4.564144913,4.564144913,4.959962889,4.959962889,0,0
40,1,1,4.900609688,4.900609688,3.910860311,3.910860311,0,0
40,2,2,5.788158607,5.788158607,3.259794412,3.259794412,0,0
40,3,3,5.449085834,5.449085834,2.850204686,2.850204686,0,0
40,4,4,5.149865779,5.149865779,3.693633349,3.693633349,0,0
40,5,5,4.698402027,4.698402027,3.764137486,3.764137486,0,0
40,6,6,4.978125855,4.978125855,3.937146027,3.937146027,0,0
40,7,7,4.559917952,4.559917952,3.775477567,3.775477567,0,0
40,8,8,5.087287564,5.087287564,2.574194855,2.574194855,0,0
40,9,9,5.700498595,5.700498595,4.898071172,4.898071172,0,0
40,10,10,5.033642093,5.033642093,3.529558233,3.529558233,0,0
40,11,11,NA,5.416857748,NA,3.372218493,1,0
40,12,12,5.017673353,5.017673353,5.296413321,5.296413321,0,0
40,13,13,NA,5.279260514,NA,2.281619594,1,0
40,14,14,5.32779127,5.32779127,2.322843076,2.322843076,0,0
40,15,15,4.971443103,4.971443103,4.278790648,4.278790648,0,0
40,16,16,5.155804211,5.155804211,4.863323722,4.863323722,0,0
40,17,17,5.447619207,5.447619207,1.808478475,1.808478475,0,0
40,18,18,NA,5.706090723,NA,2.1390618,1,0
40,19,19,5.212662874,5.212662874,3.014703697,3.014703697,0,0
41,0,0,4.335612861,4.335612861,5.029581807,5.029581807,0,1
41,1,1,3.68120545,3.68120545,6.350006641,6.350006641,0,1
41,2,2,3.319805879,3.319805879,5.376582014,5.376582014,0,1
41,3,3,3.824505617,3.824505617,4.062601801,4.062601801,0,1
41,4,4,5.462616691,5.462616691,3.100207191,3.100207191,0,1
41,5,5,3.405310329,3.405310329,4.673937892,4.673937892,0,1
41,6,6,4.312529489,4.312529489,4.123819359,4.123819359,0,1
41,7,7,3.22626022,3.22626022,6.162504285,6.162504285,0,1
41,8,8,4.45417637,4.45417637,3.553995905,3.553995905,0,1
41,9,9,4.654826216,4.654826216,4.162674367,4.162674367,0,1
41,10,10,4.798216247,4.798216247,3.62346744,3.62346744,0,1
41,11,11,NA,4.962158355,NA,4.279259889,1,1
41,12,12,3.099277923,3.099277923,5.697944965,5.697944965,0,1
41,13,13,2.921710847,2.921710847,4.554234969,4.554234969,0,1
41,14,14,4.194228479,4.194228479,3.749479286,3.749479286,0,1
41,15,15,3.15781304,3.15781304,4.940484832,4.940484832,0,1
41,16,16,NA,4.926906062,NA,2.463025475,1,1
41,17,17,4.822341328,4.822341328,2.972791306,2.972791306,0,1
41,18,18,NA,5.063839342,NA,3.222236583,1,1
41,19,19,5.139590708,5.139590708,2.928787599,2.928787599,0,1
42,0,0,5.623576558,5.623576558,3.532194668,3.532194668,0,0
42,1,1,4.827630539,4.827630539,4.543076381,4.543076381,0,0
42,2,2,4.949531827,4.949531827,3.761671732,3.761671732,0,0
42,3,3,5.09098424,5.09098424,1.764321371,1.764321371,0,0
42,4,4,4.696402555,4.696402555,1.096451605,1.096451605,0,0
42,5,5,5.582314315,5.582314315,1.388445061,1.388445061,0,0
42,6,6,5.553107812,5.553107812,3.958129272,3.958129272,0,0
42,7,7,4.387028643,4.387028643,1.165128809,1.165128809,0,0
42,8,8,4.592960022,4.592960022,2.041028048,2.041028048,0,0
42,9,9,NA,5.152857522,NA,3.330216159,1,0
42,10,10,4.688767793,4.688767793,3.056279838,3.056279838,0,0
42,11,11,4.607833645,4.607833645,3.09446066,3.09446066,0,0
42,12,12,4.634467718,4.634467718,3.884396496,3.884396496,0,0
42,13,13,NA,6.602122821,NA,2.637437169,1,0
42,14,14,NA,4.914253202,NA,2.169008783,1,0
42,15,15,5.437611448,5.437611448,4.217600967,4.217600967,0,0
42,16,16,4.853222351,4.853222351,4.412997155,4.412997155,0,0
42,17,17,4.812957277,4.812957277,2.736716181,2.736716181,0,0
42,18,18,5.793598716,5.793598716,4.131311844,4.131311844,0,0
42,19,19,4.544984896,4.544984896,3.486601721,3.486601721,0,0
43,0,0,6.179548309,6.179548309,2.964740386,2.964740386,0,1
43,1,1,4.500431895,4.500431895,5.254681541,5.254681541,0,1
